Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
00d2d0e5e17f6dc9a19aa132916fdc6ddacb983e,aug,2017,cool,hold,Fairway,759.7142857,746.3428571,745.9142857,80,FALSE,FALSE,FALSE,KS
01a0d7a563a1755d37bb856a01a56e452deb2010,aug,2017,auto,hold,Olathe,753.3526601,761.0525645,671.2159924,30,FALSE,FALSE,FALSE,KS
025ec7c58b524de74d8986f4896917c31052701a,aug,2017,cool,hold,Overland Park,730.612368,740,720,5,FALSE,FALSE,TRUE,KS
0448b121ebca96144ab5e5feb5ab88942e98de42,aug,2017,cool,hold,Olathe,733.516129,742.516129,741.7419355,10,FALSE,FALSE,FALSE,KS
050b44b61d052cae8d52e817cc0f2bb78bb91535,aug,2017,auto,auto,Overland Park,728.4,749.2,680,55,FALSE,FALSE,FALSE,KS
050b44b61d052cae8d52e817cc0f2bb78bb91535,aug,2017,cool,auto,Overland Park,740.25,740,680,55,FALSE,FALSE,FALSE,KS
050b44b61d052cae8d52e817cc0f2bb78bb91535,aug,2017,cool,hold,Overland Park,726.8189655,725.5431034,724.7672414,55,FALSE,FALSE,FALSE,KS
084de11308d3d8abbb83ac0ce159d35bc7514e11,aug,2017,auto,auto,Wichita,732.75,734.5,650,20,FALSE,FALSE,FALSE,KS
084de11308d3d8abbb83ac0ce159d35bc7514e11,aug,2017,auto,hold,Wichita,719.2974359,719.8102564,650,20,FALSE,FALSE,FALSE,KS
084de11308d3d8abbb83ac0ce159d35bc7514e11,aug,2017,cool,auto,Wichita,700.5555556,740,650,20,FALSE,FALSE,FALSE,KS
084de11308d3d8abbb83ac0ce159d35bc7514e11,aug,2017,cool,hold,Wichita,701.5,711,707.9,20,FALSE,FALSE,FALSE,KS
0c5705bfc89c8f5f474eed93f7af8f2e1940d807,aug,2017,cool,auto,Goddard,760.8276644,781.723356,754.3764172,80,FALSE,FALSE,TRUE,KS
0c5705bfc89c8f5f474eed93f7af8f2e1940d807,aug,2017,cool,hold,Goddard,748.5153509,752.7899123,752.45,80,FALSE,FALSE,TRUE,KS
0f212b2e408b4cf65d1aa438c5b3a4206d060ad2,aug,2017,auto,auto,Holton,769.41133,770,680,17,FALSE,FALSE,FALSE,KS
