Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
015c5b19f842d6361568129bab20f692ecb5ba98,aug,2017,cool,auto,South Charleston,759.7008772,778.6666667,620,10,TRUE,FALSE,TRUE,WV
03929acf744f37ee18e539d3a2a04775de903a79,aug,2017,cool,auto,Beckley,681.9583333,680,640,16,FALSE,FALSE,FALSE,WV
03929acf744f37ee18e539d3a2a04775de903a79,aug,2017,cool,hold,Beckley,684.3103448,700.0172414,699.9655172,16,FALSE,FALSE,FALSE,WV
0bba27d3be343a725816c693e1fb53486f65c7b9,aug,2017,auto,auto,Morgantown,712.46875,710,660,45,FALSE,FALSE,FALSE,WV
0bba27d3be343a725816c693e1fb53486f65c7b9,aug,2017,auto,hold,Morgantown,710.5770393,710.0513595,660.021148,45,FALSE,FALSE,FALSE,WV
1681fb4bfda8b5dc8e0858a217b4edbfb0cb3da2,aug,2017,auto,hold,Charles Town,734.0909091,730,680,10,FALSE,FALSE,TRUE,WV
23ea815e8d635bf755b4f45c8594fba04bf97e35,aug,2017,auto,hold,Morgantown,721.7944732,720.6908463,670,0,FALSE,FALSE,FALSE,WV
246860e7d957e2c4ba4215019099373118da02e8,aug,2017,auto,hold,Martinsburg,732.5279503,732.2981366,679.9875776,15,FALSE,FALSE,TRUE,WV
246860e7d957e2c4ba4215019099373118da02e8,aug,2017,cool,hold,Martinsburg,737.3732057,733.4880383,733.215311,15,FALSE,FALSE,TRUE,WV
2a6d52403ea1f70dc88bf0f4e65a55eb79e86307,aug,2017,cool,auto,Valley Head,757.6092896,779.9918033,711.3442623,15,FALSE,FALSE,FALSE,WV
2a6d52403ea1f70dc88bf0f4e65a55eb79e86307,aug,2017,cool,hold,Valley Head,744.8383085,759.5016584,719.9684909,15,FALSE,FALSE,FALSE,WV
2b5e3272f28cb85110dd1e9980407782eac5c7bd,aug,2017,auto,auto,Morgantown,737.3333333,750.7,649.5666667,5,FALSE,FALSE,FALSE,WV
2d5a84e2350dbd03dd8468c69aaa48113ea63a63,aug,2017,cool,hold,Martinsburg,681.7083333,682.25,679.25,5,FALSE,FALSE,TRUE,WV
2f3143c961461a9a30edf7089ac861b6453b7235,aug,2017,auto,auto,Huntington,757.03125,756.9479167,670,45,TRUE,TRUE,TRUE,WV
2f3143c961461a9a30edf7089ac861b6453b7235,aug,2017,auto,hold,Huntington,740.3031088,774.2227979,638.9248705,45,TRUE,TRUE,TRUE,WV
362159cb260bc35da7592691d97629ce9b8889ae,aug,2017,cool,auto,Martinsburg,691.9650023,690.4414372,670,0,FALSE,FALSE,TRUE,WV
36a6eea1de28b712fe8c429a3f35722814041d48,aug,2017,cool,hold,Beckley,675.3333333,690,690,16,FALSE,FALSE,FALSE,WV
391fffccfe8e6b5c7f9fb78047d1136bdf3abff6,aug,2017,auto,auto,Barboursville,727.9354839,710,690,45,FALSE,FALSE,FALSE,WV
391fffccfe8e6b5c7f9fb78047d1136bdf3abff6,aug,2017,auto,hold,Barboursville,705.0606061,700,680,45,FALSE,FALSE,FALSE,WV
3b074e7845f1ba41db95040d361a0e57ef376561,aug,2017,auto,hold,Charleston,717.9423077,715,665,25,FALSE,FALSE,TRUE,WV
4d2d2b09b53a479ced061b0225d0e510345371bc,aug,2017,cool,auto,Huntington,683.7368421,719.2631579,630.7368421,80,FALSE,FALSE,FALSE,WV
4d2d2b09b53a479ced061b0225d0e510345371bc,aug,2017,cool,hold,Huntington,677.379562,736.5255474,736.1313869,80,FALSE,FALSE,FALSE,WV
4dce5928bbfcbe0aa3325f543471a41c701d65b2,aug,2017,cool,auto,Morgantown,734.1818182,749.8961039,739.9480519,50,FALSE,FALSE,FALSE,WV
4dce5928bbfcbe0aa3325f543471a41c701d65b2,aug,2017,cool,hold,Morgantown,740.0982659,758.9306358,758.9306358,50,FALSE,FALSE,FALSE,WV
4e68608b7c1df472353f546a38c2490665f9205e,aug,2017,cool,auto,Huntington,713.814842,712.235856,711.9904482,37,TRUE,FALSE,TRUE,WV
4e68608b7c1df472353f546a38c2490665f9205e,aug,2017,cool,hold,Huntington,718.295082,719.5901639,719.5901639,37,TRUE,FALSE,TRUE,WV
5b63c7e159b95b51613a8b3c23a6c29d61629a69,aug,2017,auto,auto,Huntington,725.6409383,722.4222474,669.3787363,50,FALSE,FALSE,TRUE,WV
5b63c7e159b95b51613a8b3c23a6c29d61629a69,aug,2017,cool,auto,Huntington,712.7532468,713.0023613,687.5714286,50,FALSE,FALSE,TRUE,WV
5b63c7e159b95b51613a8b3c23a6c29d61629a69,aug,2017,cool,hold,Huntington,722.6363636,692.4545455,687.5454545,50,FALSE,FALSE,TRUE,WV
6ef2c608c1e1c8b43f8cbab88d11ccd23f450134,aug,2017,cool,auto,Charles Town,726.652725,728.02218,719.71673,17,FALSE,FALSE,TRUE,WV
6ef2c608c1e1c8b43f8cbab88d11ccd23f450134,aug,2017,cool,hold,Charles Town,723.5705568,723.1548436,723.1235698,17,FALSE,FALSE,TRUE,WV
7249632b05298378ea9944b850b084262a1c3cf3,aug,2017,cool,hold,Maidsville,690.1536624,689.5151274,689.5151274,0,TRUE,FALSE,TRUE,WV
752e83f2bd84affdb0ef622e756f290b60df1ede,aug,2017,cool,auto,Harpers Ferry,696.2738462,694.8553846,680,10,TRUE,FALSE,TRUE,WV
752e83f2bd84affdb0ef622e756f290b60df1ede,aug,2017,cool,hold,Harpers Ferry,712.6347555,718.4953174,718.364204,10,TRUE,FALSE,TRUE,WV
7601dcac5d8a074624de7ad5b7e2adb519ab0bb5,aug,2017,auto,auto,Bunker Hill,704.021164,703.7460317,649.9312169,5,FALSE,FALSE,FALSE,WV
