Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
89cd44ef0cbcfb409aa19adbaaf37e92412bbbee,aug,2017,cool,hold,Honolulu,768.8253968,767.047619,766.8444444,10,FALSE,FALSE,TRUE,HI
d38b4c05deefc3fee27d40ae32f583e408d5f318,aug,2017,cool,auto,Honolulu,727.7146814,725.7977839,723.6786704,5,FALSE,FALSE,TRUE,HI
d38b4c05deefc3fee27d40ae32f583e408d5f318,aug,2017,cool,hold,Honolulu,730.2677824,728.167364,719.4351464,5,FALSE,FALSE,TRUE,HI
89cd44ef0cbcfb409aa19adbaaf37e92412bbbee,aug,2018,cool,auto,Honolulu,800.9700599,720,720,10,FALSE,FALSE,TRUE,HI
89cd44ef0cbcfb409aa19adbaaf37e92412bbbee,aug,2018,cool,hold,Honolulu,796.7041499,748.6104418,748.3534137,10,FALSE,FALSE,TRUE,HI
d38b4c05deefc3fee27d40ae32f583e408d5f318,aug,2018,cool,auto,Honolulu,733.0158428,729.2648923,728.8656527,5,FALSE,FALSE,TRUE,HI
d38b4c05deefc3fee27d40ae32f583e408d5f318,aug,2018,cool,hold,Honolulu,748.4235294,750,750,5,FALSE,FALSE,TRUE,HI
89cd44ef0cbcfb409aa19adbaaf37e92412bbbee,aug,2019,cool,hold,Honolulu,780.0521628,777.4262087,777.0699746,10,FALSE,FALSE,TRUE,HI
8cae7a3896eb4a1fa353dc08272e798ae90ae6d5,aug,2019,cool,auto,Honolulu,820.6666667,777,774.3333333,0,FALSE,FALSE,FALSE,HI
8cae7a3896eb4a1fa353dc08272e798ae90ae6d5,aug,2019,cool,hold,Honolulu,806.6684492,773.2299465,772.421123,0,FALSE,FALSE,FALSE,HI
b7cf4669f7955cafef86f711f0f42ff934bf1308,aug,2019,cool,hold,Honolulu,776.1698113,780,780,9,FALSE,FALSE,TRUE,HI
