Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
006b3b1d03de005725492594b7733c3ef67d7dfe,aug,2017,auto,auto,Oregon City,730.1634615,742.8461538,678.2692308,20,FALSE,FALSE,FALSE,OR
00b089459452edc92a0469d6ea9d74767924f3f5,aug,2017,cool,hold,Beaverton,715.2782258,774.6196237,773.6115591,25,TRUE,FALSE,FALSE,OR
052a8daf4686b3a7f4a807ef3239f57490eb40d2,aug,2017,auto,hold,Forest Grove,726.0208333,735,665,10,FALSE,FALSE,FALSE,OR
0624dc8fec23932f314f9e0f97a6c7fb059446b2,aug,2017,auto,auto,Portland,710.4526559,737.4965358,616.6789838,0,FALSE,FALSE,FALSE,OR
0624dc8fec23932f314f9e0f97a6c7fb059446b2,aug,2017,auto,hold,Portland,717.4148297,758.7882432,663.3894456,0,FALSE,FALSE,FALSE,OR
096f5ef37bed4cfdf51c0acaab16af2eee264400,aug,2017,cool,auto,Hillsboro,710.2555556,710,700,37,FALSE,FALSE,FALSE,OR
096f5ef37bed4cfdf51c0acaab16af2eee264400,aug,2017,cool,hold,Hillsboro,694.0666667,702.5857143,702.5804233,37,FALSE,FALSE,FALSE,OR
0a0539168d37eb246885f0b325ff72b822c0940a,aug,2017,auto,auto,Portland,745.4387097,746.916129,670.1032258,50,FALSE,FALSE,FALSE,OR
0a0539168d37eb246885f0b325ff72b822c0940a,aug,2017,auto,hold,Portland,746.3583691,755.7854077,700,50,FALSE,FALSE,FALSE,OR
0aacb55b58d84313246fc05942f35eea16941e00,aug,2017,auto,auto,Dallas,699.7087719,700,650,5,FALSE,FALSE,FALSE,OR
0aacb55b58d84313246fc05942f35eea16941e00,aug,2017,auto,hold,Dallas,703.3,707.75,655.6666667,5,FALSE,FALSE,FALSE,OR
0bceb7db51de248005e8553c9b374903db4cb074,aug,2017,auto,hold,Portland,743.5806452,740,680,10,FALSE,FALSE,FALSE,OR
0d0cf9141a32e41f86fe6fd7539c44bdfb535d74,aug,2017,heat,hold,Coos Bay,685.3054545,680.2981818,678.9890909,75,TRUE,FALSE,TRUE,OR
107096711acecb8d5691497cae0b5f84bfaad38a,aug,2017,cool,auto,Eugene,711.4210526,730,730,40,FALSE,FALSE,TRUE,OR
1691802242425a6463892e3a635bb1e581ceb7ca,aug,2017,cool,hold,Portland,761.2121212,760.030303,759.6363636,20,FALSE,FALSE,FALSE,OR
16a0b4f7f3083f0b26e0f16fe861ec0915802a24,aug,2017,auto,auto,Portland,710.9954545,710,660,10,FALSE,FALSE,FALSE,OR
16a0b4f7f3083f0b26e0f16fe861ec0915802a24,aug,2017,auto,hold,Portland,703.8474576,708.8135593,658.8135593,10,FALSE,FALSE,FALSE,OR
16a0b4f7f3083f0b26e0f16fe861ec0915802a24,aug,2017,cool,hold,Portland,708.689769,717.4917492,717.4917492,10,FALSE,FALSE,FALSE,OR
1838f255716098ba4817ff82c67d0a9fece9da7f,aug,2017,cool,hold,Portland,741,760,760,40,FALSE,FALSE,FALSE,OR
191b0361a17bd7568ee701635aa815c690e9fcdc,aug,2017,auto,hold,Lake Oswego,725.5309735,783.460177,670,15,FALSE,FALSE,FALSE,OR
1b8095b6b107cbd8c3ce52412e3fce09e6d17c97,aug,2017,heat,hold,Beaverton,733.986014,780,690,70,FALSE,FALSE,FALSE,OR
1b8c1c7f63f7719098cc5b6bebb712dc97454713,aug,2017,auto,hold,Portland,740.2083333,730,680,0,FALSE,FALSE,FALSE,OR
1b8c1c7f63f7719098cc5b6bebb712dc97454713,aug,2017,cool,auto,Portland,745.0897436,745,665,0,FALSE,FALSE,FALSE,OR
1b8c1c7f63f7719098cc5b6bebb712dc97454713,aug,2017,cool,hold,Portland,754.25,760.5,690,0,FALSE,FALSE,FALSE,OR
