Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
08efa26c18b6d7a81a1e0e039953eef687044db2,aug,2017,auto,auto,Rochester,729.454955,730.4864865,660.0135135,0,FALSE,FALSE,FALSE,NH
08efa26c18b6d7a81a1e0e039953eef687044db2,aug,2017,auto,hold,Rochester,737.2045455,769.0909091,666.2045455,0,FALSE,FALSE,FALSE,NH
08efa26c18b6d7a81a1e0e039953eef687044db2,aug,2017,cool,auto,Rochester,738.862069,740.6206897,663.9655172,0,FALSE,FALSE,FALSE,NH
0b561a7a555356b4d7da4db871c54f356343a405,aug,2017,cool,auto,Raymond,708.3473684,748,720,120,FALSE,FALSE,FALSE,NH
0b561a7a555356b4d7da4db871c54f356343a405,aug,2017,cool,hold,Raymond,720.5939086,720,720,120,FALSE,FALSE,FALSE,NH
0cd445865641bf908ae36af3933eb6fbbaf19c8f,aug,2017,cool,auto,Hampton Falls,756.3333333,770,740,15,FALSE,FALSE,FALSE,NH
0cd445865641bf908ae36af3933eb6fbbaf19c8f,aug,2017,cool,hold,Hampton Falls,760.8421053,734.7894737,729.4736842,15,FALSE,FALSE,FALSE,NH
13a3b2966344ab75582d63059a6cb8f70c1bcc01,aug,2017,auto,hold,Plaistow,706.4705882,710,660,5,TRUE,FALSE,FALSE,NH
13a3b2966344ab75582d63059a6cb8f70c1bcc01,aug,2017,cool,hold,Plaistow,719.3382353,720.1323529,719.6617647,5,TRUE,FALSE,FALSE,NH
1b686d18357a44a09e3f22e3bb6b8e758e8a51fc,aug,2017,cool,hold,Milford,710.0625,744.7908654,744.0504808,5,FALSE,FALSE,FALSE,NH
1fd7a8bdb1dda21534af38f441ddff505a320c2b,aug,2017,cool,auto,Salem,723.4132231,739.7272727,660.3884298,50,TRUE,FALSE,TRUE,NH
1fd7a8bdb1dda21534af38f441ddff505a320c2b,aug,2017,cool,hold,Salem,709.2758621,708.3793103,707.862069,50,TRUE,FALSE,TRUE,NH
211d58f1e0eada8a4a494a1b9e3f3ffff43e603b,aug,2017,cool,auto,Hampstead,737.0367647,781.1911765,695.0735294,30,FALSE,FALSE,TRUE,NH
211d58f1e0eada8a4a494a1b9e3f3ffff43e603b,aug,2017,cool,hold,Hampstead,725.6551724,723.2758621,723.4482759,30,FALSE,FALSE,TRUE,NH
21a461e74446843affe7756c0730a877d0fadae0,aug,2017,heat,hold,Atkinson,711.3432794,650,610,40,FALSE,FALSE,FALSE,NH
237f5d213cee83952c8b6c916092e45b6f66214d,aug,2017,cool,auto,-,691.537037,698.4814815,708.8888889,10,FALSE,FALSE,TRUE,NH
237f5d213cee83952c8b6c916092e45b6f66214d,aug,2017,cool,hold,-,694.6811594,717.8333333,710.2536232,10,FALSE,FALSE,TRUE,NH
26305af78700fb23d5569266e7c194778ee1f4aa,aug,2017,cool,hold,Belmont,702,745.1351351,745.1351351,49,FALSE,FALSE,FALSE,NH
28aa44a32998363789ccc0e48bb24a7dcdd0c4e7,aug,2017,auto,auto,Bedford,772.2424242,769.6969697,680,20,FALSE,FALSE,FALSE,NH
29afe5e73fd07be00763398bb3d34a8d3b19ae4f,aug,2017,heat,hold,Epping,730.2893171,669.6970813,669.694531,120,FALSE,FALSE,FALSE,NH
3127a17e3a6b618c21032fa9f56998f06c5b0ece,aug,2017,auto,auto,Bedford,733.0047461,740,640,16,FALSE,FALSE,FALSE,NH
3262f5b3fb2168c99ff8886b681b74fec974887b,aug,2017,cool,auto,Nashua,727.3755869,746.629108,723.2723005,25,FALSE,FALSE,FALSE,NH
3262f5b3fb2168c99ff8886b681b74fec974887b,aug,2017,cool,hold,Nashua,711.3388747,735.6585678,735.4514066,25,FALSE,FALSE,FALSE,NH
3f1b6f373f1e25284c416d7bf06087f531cebcbe,aug,2017,auto,auto,Portsmouth,722.9032258,733.438172,673.4435484,85,FALSE,FALSE,FALSE,NH
3f1b6f373f1e25284c416d7bf06087f531cebcbe,aug,2017,auto,hold,Portsmouth,717.6177062,732.8551308,673.9275654,85,FALSE,FALSE,FALSE,NH
418c912c1df12e40bf3419aef0c31fbcc3d3dc25,aug,2017,cool,hold,Pelham,733.8387097,740,740,0,FALSE,FALSE,FALSE,NH
42b6d1dbb4cd5f7e2dc4cb0e4392e00655ec815e,aug,2017,heat,hold,Grantham,664.9333333,669.0666667,662.3333333,10,FALSE,FALSE,FALSE,NH
43999531cb62e8fa300287afb7b69257e06ee74d,aug,2017,auto,auto,Bedford,721.7948718,735,685,35,FALSE,FALSE,FALSE,NH
43999531cb62e8fa300287afb7b69257e06ee74d,aug,2017,auto,hold,Bedford,742.5964912,750,700,35,FALSE,FALSE,FALSE,NH
43999531cb62e8fa300287afb7b69257e06ee74d,aug,2017,cool,auto,Bedford,738.6,730.6,690.6,35,FALSE,FALSE,FALSE,NH
43999531cb62e8fa300287afb7b69257e06ee74d,aug,2017,cool,hold,Bedford,732.0173913,725.6173913,725.226087,35,FALSE,FALSE,FALSE,NH
4409cf13a3a0c9d2c50af6652c936a53a9ee8fa9,aug,2017,cool,auto,Hudson,759.1302083,770,660,20,FALSE,FALSE,FALSE,NH
4409cf13a3a0c9d2c50af6652c936a53a9ee8fa9,aug,2017,cool,hold,Hudson,756.3173333,753.544,753.544,20,FALSE,FALSE,FALSE,NH
44841edab85073cad132321db64a6b5d2c902ed8,aug,2017,auto,hold,Nashua,756.7767857,790,740,10,TRUE,FALSE,FALSE,NH
498236b121d8dfc4555a3a6f1568e84bd92ac9c1,aug,2017,cool,auto,Bedford,733,730,662,6,FALSE,FALSE,FALSE,NH
498236b121d8dfc4555a3a6f1568e84bd92ac9c1,aug,2017,cool,hold,Bedford,727.6527473,728.7714286,728.7714286,6,FALSE,FALSE,FALSE,NH
4a537f2d63a513099193e49a0e1ad9d9c731644a,aug,2017,auto,auto,Bedford,699.6052632,723.2210526,659.5736842,20,FALSE,FALSE,FALSE,NH
4a537f2d63a513099193e49a0e1ad9d9c731644a,aug,2017,auto,hold,Bedford,706.1125,725.5833333,656.8541667,20,FALSE,FALSE,FALSE,NH
4a537f2d63a513099193e49a0e1ad9d9c731644a,aug,2017,heat,auto,Bedford,696.1666667,697.5,697.5,20,FALSE,FALSE,FALSE,NH
50076e06aa338ce3d2f01a4ab8aec57914727fb2,aug,2017,cool,auto,Andover,676.6483333,694.9158333,650.8,0,FALSE,FALSE,TRUE,NH
50076e06aa338ce3d2f01a4ab8aec57914727fb2,aug,2017,cool,hold,Andover,697.9221612,740,740,0,FALSE,FALSE,TRUE,NH
52e9024de67abb3551d66bc1e4ba9337fbe37b11,aug,2017,cool,hold,Nashua,693.7102804,689.6929239,689.6929239,30,FALSE,FALSE,FALSE,NH
57d13c2553f2af03b7d681fc268a94c7e36711f0,aug,2017,cool,hold,Newfields,710.3938132,711.3563355,711.3563355,20,TRUE,FALSE,TRUE,NH
591c661e44a9ab39ca4582a5911ea777f123275d,aug,2017,cool,auto,Auburn,748.8671329,797.5384615,648.9370629,0,FALSE,FALSE,FALSE,NH
591c661e44a9ab39ca4582a5911ea777f123275d,aug,2017,cool,hold,Auburn,732.2650685,758.9,758.8691781,0,FALSE,FALSE,FALSE,NH
5cd7dd80a77bde8f84fa270ebbbb4dd2cf92d89c,aug,2017,cool,hold,Salem,699.0273973,700.1232877,699.8082192,50,TRUE,FALSE,TRUE,NH
5f4bc03b7ea68fe594ff0ceb2dbd52978f6fd7f7,aug,2017,cool,auto,Raymond,717.5416667,720,690,15,FALSE,FALSE,FALSE,NH
5f4bc03b7ea68fe594ff0ceb2dbd52978f6fd7f7,aug,2017,cool,hold,Raymond,713.2,714.8,706.8,15,FALSE,FALSE,FALSE,NH
5f4bc03b7ea68fe594ff0ceb2dbd52978f6fd7f7,aug,2017,heat,auto,Raymond,647.875,650,640,15,FALSE,FALSE,FALSE,NH
610fb7465a3c5200bea94c0665263304c7c7423f,aug,2017,cool,auto,Andover,703.4037509,717.1670205,698.0774947,0,TRUE,FALSE,TRUE,NH
610fb7465a3c5200bea94c0665263304c7c7423f,aug,2017,cool,hold,Andover,707.64,709.7371429,709.7371429,0,TRUE,FALSE,TRUE,NH
62829727fde52be72bfd3961acd37e449a7642a0,aug,2017,cool,auto,Bedford,747.5333333,746,696,0,FALSE,FALSE,FALSE,NH
63b64d0921002d959492c088b778aa271b05d699,aug,2017,cool,hold,Hampton,759.1696429,759.765625,759.6808036,15,FALSE,FALSE,FALSE,NH
6891ab156b85abb4668effb7cb5aa2e5aee9b213,aug,2017,heat,hold,Hollis,732.8933333,730,730,20,FALSE,FALSE,FALSE,NH
6926771602754cb5351c43f2732bceacde05ad8d,aug,2017,cool,hold,Dunbarton,727.3333333,680,680,0,TRUE,FALSE,TRUE,NH
7254641e166b9b0b1edcb139918ecb06fba366b5,aug,2017,cool,hold,Portsmouth,721.8125,695.4583333,694.9583333,90,FALSE,FALSE,FALSE,NH
75b6a2266fba4b2b9e3ebb6a78f9118ac1319d51,aug,2017,cool,auto,Windham,721.0651118,776.9407191,738.1379981,15,FALSE,FALSE,FALSE,NH
75b6a2266fba4b2b9e3ebb6a78f9118ac1319d51,aug,2017,cool,hold,Windham,718.5412844,780.9174312,780.9174312,15,FALSE,FALSE,FALSE,NH
7f80a89f29c12b86ba6b2e493b92da0483ae6251,aug,2017,auto,hold,Rochester,701.3171806,719.4860499,650,0,FALSE,FALSE,FALSE,NH
805cd48390e2335ca80604a691f094c12877a58e,aug,2017,cool,auto,Londonderry,713.2559598,780,750,0,FALSE,FALSE,FALSE,NH
805cd48390e2335ca80604a691f094c12877a58e,aug,2017,cool,hold,Londonderry,739.8743094,788.8273481,788.8273481,0,FALSE,FALSE,FALSE,NH
80f9663b5b7cb97646744ec1ebfed111a57b4abd,aug,2017,cool,hold,Durham,714.6823838,722.9423707,722.9423707,10,FALSE,FALSE,FALSE,NH
819b1f8f9316addd118e00912901ad5d9724707a,aug,2017,cool,hold,rollinsford,730.3025362,785,700,0,TRUE,FALSE,TRUE,NH
84bb56ea7af4da725e008bc8f24e0d6db38ced58,aug,2017,cool,hold,Nashua,728.2561983,727.107438,723.9834711,10,FALSE,FALSE,FALSE,NH
876788a60e2a1ba6d71d9fab17c3d0035d51d6e4,aug,2017,auto,auto,Lebanon,697,722,671,60,FALSE,FALSE,FALSE,NH
876788a60e2a1ba6d71d9fab17c3d0035d51d6e4,aug,2017,auto,hold,Lebanon,681.9655172,679,629,60,FALSE,FALSE,FALSE,NH
8e512c3ad2447e9d12c59c1d2660b893cb18205d,aug,2017,cool,auto,Andover,696.965104,704.0126895,695.6908706,0,TRUE,FALSE,TRUE,NH
8e512c3ad2447e9d12c59c1d2660b893cb18205d,aug,2017,cool,hold,Andover,678.3333333,682.4333333,682,0,TRUE,FALSE,TRUE,NH
94edd0f3d3a2716d70f4525fa9853a40d74afe5c,aug,2017,cool,auto,Rochester,724.037037,741.5185185,693.7777778,75,FALSE,FALSE,TRUE,NH
94edd0f3d3a2716d70f4525fa9853a40d74afe5c,aug,2017,cool,hold,Rochester,734,730.8285714,727.6857143,75,FALSE,FALSE,TRUE,NH
9555ae1457ac9c03c08cf8f38d4e9852557156db,aug,2017,cool,hold,Nashua,719.1422018,780,780,35,FALSE,FALSE,FALSE,NH
9774239e95a9a73db17f21c9f36d4ffa275deb9e,aug,2017,cool,auto,Auburn,730.5517241,736.8871473,693.9216301,5,FALSE,FALSE,FALSE,NH
9774239e95a9a73db17f21c9f36d4ffa275deb9e,aug,2017,cool,hold,Auburn,730.127182,749.2780549,747.4226933,5,FALSE,FALSE,FALSE,NH
