Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
037988cc24eaeaa08f7002dbc926d02c8f9c0f1c,aug,2017,cool,auto,Eureka,698.1842105,724.4210526,734.7368421,10,TRUE,FALSE,TRUE,MT
037988cc24eaeaa08f7002dbc926d02c8f9c0f1c,aug,2017,cool,hold,Eureka,692.4431189,719.359608,719.3059225,10,TRUE,FALSE,TRUE,MT
0bc51b95b2dc23713f611e182c689ad03dc2c300,aug,2017,cool,auto,Great Falls,705.6458333,750,680,10,FALSE,FALSE,FALSE,MT
0bc51b95b2dc23713f611e182c689ad03dc2c300,aug,2017,cool,hold,Great Falls,709.2268041,724.4810997,720.6219931,10,FALSE,FALSE,FALSE,MT
1e4188c276ca852a75feef8c5e3fc27e1f409c4d,aug,2017,cool,hold,Helena,741.7037037,740,740,5,FALSE,FALSE,FALSE,MT
29f5966d7808882d6c76a0a2d7091c18b3587704,aug,2017,cool,auto,Bozeman,695.9583333,690.2916667,670,9,TRUE,FALSE,FALSE,MT
29f5966d7808882d6c76a0a2d7091c18b3587704,aug,2017,cool,hold,Bozeman,701.972973,696.9189189,695.8378378,9,TRUE,FALSE,FALSE,MT
3e35e2d37f16eb3b72b2cbb145e6ed964ce01ca4,aug,2017,auto,hold,Great Falls,747.4583333,733.1666667,672,45,FALSE,FALSE,FALSE,MT
5a1fbc37826124394a837d94e7f46800280d115f,aug,2017,cool,hold,Great Falls,778.5,790,790,70,FALSE,FALSE,FALSE,MT
60f63223dc9bc1a3500de832e31d55a865266772,aug,2017,auto,hold,Fort Benton,716.5,681.5,676.5,40,FALSE,FALSE,FALSE,MT
60f63223dc9bc1a3500de832e31d55a865266772,aug,2017,cool,auto,Fort Benton,736.6082474,767.6701031,731.9175258,40,FALSE,FALSE,FALSE,MT
60f63223dc9bc1a3500de832e31d55a865266772,aug,2017,cool,hold,Fort Benton,727.370479,765.7468231,722.2531769,40,FALSE,FALSE,FALSE,MT
6e0c9d625f3ce2c91fb0dace7c2f92867c27badb,aug,2017,cool,hold,Scobey,726.3215926,751.057172,751.057172,50,FALSE,FALSE,FALSE,MT
6e0c9d625f3ce2c91fb0dace7c2f92867c27badb,aug,2017,heat,hold,Scobey,736.1507937,653.2645503,653.2645503,50,FALSE,FALSE,FALSE,MT
7258db280a1da00d548cd8ea30f21c7d7d4932e0,aug,2017,heat,hold,Bozeman,655.1666667,666.3333333,617.5,16,TRUE,FALSE,FALSE,MT
96857e1f251a78123070d8639ac0838e7be97649,aug,2017,auto,hold,Billings,720.3505155,740,690,0,FALSE,FALSE,TRUE,MT
9ece7da8b39fee15b9ccaa8e095adf7d0cf2a2a6,aug,2017,cool,hold,Missoula,700.8361916,720,720,40,FALSE,FALSE,FALSE,MT
9ece7da8b39fee15b9ccaa8e095adf7d0cf2a2a6,aug,2017,heat,hold,Missoula,710,717.5,706.5,40,FALSE,FALSE,FALSE,MT
a446833ed31f9039f78e43743749d949ab71cfe0,aug,2017,auto,auto,Fort Benton,687.4068182,700.5477273,636.2886364,16,FALSE,FALSE,FALSE,MT
a446833ed31f9039f78e43743749d949ab71cfe0,aug,2017,auto,hold,Fort Benton,703.6257928,711.0042283,639.9936575,16,FALSE,FALSE,FALSE,MT
