Identifier,Month,Year,HvacMode,CalendarEvent,City,Temperature_ctrl_ave,TemperatureExpectedCool_ave,TemperatureExpectedHeat_ave,Age_of_Home__years_,allowCompWithAux,Has_Electric,Has_a_Heat_Pump,State
a86f074cd58d2ce47d145a5ddf4492c1acca3635,aug,2017,heat,auto,South Portland,727.1666667,780,640,85,FALSE,FALSE,FALSE,ME
aeb6a66ea9334f71ba2b04f324a9a0cb61776743,aug,2017,heat,auto,Greenville,719.4583333,730.4166667,729.3333333,35,FALSE,FALSE,FALSE,ME
aeb6a66ea9334f71ba2b04f324a9a0cb61776743,aug,2017,heat,hold,Greenville,709.0206117,656.4900266,642.9787234,35,FALSE,FALSE,FALSE,ME
c5bc7c9568931d0b8979393514c99d545786ae72,aug,2017,heat,hold,Lewiston,713.2,750,750,90,FALSE,FALSE,FALSE,ME
db15333c03d900e5068f914b4bbe0929609c4884,aug,2017,cool,auto,Portland,709.0570175,710,650,15,FALSE,FALSE,FALSE,ME
590487e13b23b41e232cab63f588978494880281,aug,2018,auto,auto,Portland,806.9,730,660,15,FALSE,FALSE,FALSE,ME
590487e13b23b41e232cab63f588978494880281,aug,2018,auto,hold,Portland,729.6923077,716.2307692,666.2307692,15,FALSE,FALSE,FALSE,ME
7aed90f1acc624bf0fc1c76698cf32d7e2dbf36e,aug,2018,cool,hold,York,745.8067324,760,690,5,FALSE,FALSE,FALSE,ME
89d485781a4a40b9d629cd7073c588d215243132,aug,2018,heat,auto,Scarborough,773.9411765,780,699.4705882,0,FALSE,FALSE,FALSE,ME
aeb6a66ea9334f71ba2b04f324a9a0cb61776743,aug,2018,heat,hold,Greenville,719.5209075,653.3718861,653.3625445,35,FALSE,FALSE,FALSE,ME
b2d9a7c254d8f9954e32533676d156d263cecd5a,aug,2018,auto,auto,Falmouth,690.7641764,691.0261026,641.0261026,10,TRUE,FALSE,FALSE,ME
b2d9a7c254d8f9954e32533676d156d263cecd5a,aug,2018,auto,hold,Falmouth,692.8394474,695.6360172,640.5431158,10,TRUE,FALSE,FALSE,ME
c8c95ff0b34a5e7ba4c7d9cc3e0b7d2bd27cb9dd,aug,2018,auto,hold,Falmouth,719.3640821,730.0649709,660,10,TRUE,FALSE,FALSE,ME
db15333c03d900e5068f914b4bbe0929609c4884,aug,2018,auto,auto,Portland,735.8875,730,680,15,FALSE,FALSE,FALSE,ME
db15333c03d900e5068f914b4bbe0929609c4884,aug,2018,auto,hold,Portland,730.277533,722.7488987,667.7753304,15,FALSE,FALSE,FALSE,ME
1d304ddb5cf7d6f5b8647e4879eb51593cc62ad1,aug,2019,heat,hold,Newburgh,712.4475848,650,620,40,FALSE,FALSE,FALSE,ME
2316df6722d1555921d3e51c36f1bb2cd3ffa41d,aug,2019,heat,auto,Bangor,725.6653718,650,610,60,FALSE,FALSE,FALSE,ME
38618e0152941e18a31c699f121721d267397df7,aug,2019,heat,hold,Old Town,729,741,649,50,FALSE,FALSE,FALSE,ME
39e2fc66cf3a4aa3db6c2db32cecbdb69d7f43ba,aug,2019,heat,hold,Bath,704.5039683,660,660,90,FALSE,FALSE,FALSE,ME
40042da7c20fd7d013669ace29774480850ce169,aug,2019,heat,auto,Gray,750.1724236,720,710,30,FALSE,FALSE,FALSE,ME
