AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_
728.9666666666667,729.13333333333333,726.86666666666667,225eedccca121fe64db47d147c860ce58f167cf1,US,MI,51
678.85185185185185,679.09259259259261,679.09259259259261,31f21c5ef08aa0f2127e1e5c5a890715f0b00164,US,MO,52
718.58649789029539,716.83544303797464,658.98734177215192,551b85d1eda89f3f9f091e5f06382039f13e65b9,US,CA,53
699.58928571428567,696.34226190476193,660.55357142857144,466649293de8a617ddfa19d869123c06d56ef93a,US,AL,55
777.18137254901956,730.0,680.0,9651ac4d2843be66e7258fa5104d3331da3628e6,US,AL,55
714.60906515580734,709.58356940509918,709.36827195467424,b428f15dec4ab6d805c7af1d02e993b82643b6ea,US,AL,55
772.86666666666667,729.2,727.4666666666667,8eb07edd8154372a7fde18d727ae7e80677678b5,US,AL,55
718.88938053097343,719.53982300884957,719.2389380530974,bf712da5ae53c81a1207be479ae55e9216ab3260,US,AL,55
740.95057034220531,738.36248415716091,741.7059569074778,6abd4911871f1e0de8def9053402812625597329,US,AL,55
715.89130434782612,707.44021739130437,706.195652173913,8623437fdee230847c8b1463bf39167e7d46131c,US,AL,55
734.31818181818187,744.78787878787875,744.78787878787875,8fe1997ec32569d6ea55bf22a4153e5dd0c77242,US,AL,55
706.10508474576272,706.41016949152538,705.84745762711862,590aaf36edf53e6ea486a95dc885a39129840a5e,US,AL,55
743.57142857142856,740.0,680.0,0e5b1fdaf35900e7726ae2eaf46c108b97340010,US,AR,55
774.363321799308,760.21453287197232,677.95501730103808,027260707f77b88d1d1e118bc38ac5e9659d0c0a,US,AZ,55
746.81818181818187,749.08777429467079,739.05642633228842,1e97a6e45b082ff4cb824524d84cd8307931ddfd,US,AZ,55
737.70481927710841,734.7168674698795,734.13855421686742,ab976bfc30e5c5e0fea0a6ea932078763548bcc8,US,AZ,55
740.42781690140851,739.193661971831,739.99471830985919,b2e00f5bcd0e4ad048654f0953ef0ec9f8e564d1,US,CA,55
752.62872628726291,776.60433604336049,632.68292682926824,86d6278cf2f411c29dc10ab462c9e8b60f739018,US,CA,55
740.54103343465044,777.887537993921,766.06686930091189,cda87d6231e2ae56810e9050526c78d9ab5a7b97,US,CA,55
741.08510638297878,763.55585106382978,710.50398936170211,9e1c97269e12341a352b46561a97ba36fa5f504b,US,CA,55
744.9487179487179,760.85470085470081,745.38461538461536,e2b42073a2d11aeacdc6c68d65fbc63fbbef1520,US,CA,55
746.98795180722891,752.7831325301205,723.6626506024096,5efc330acd1f2f073bf23cac090707ea28b19a68,US,CA,55
794.0,825.0,716.0,e94c4d5483259e008373aec2346f8e0299cbb208,US,CA,55
729.36706349206349,729.656746031746,714.82539682539687,b59715e9968bd99a8b1a7ed87ae8eed41e41dce2,US,CA,55
707.12777777777774,664.13333333333333,663.98333333333335,958deb98a85c67989303302281b4fd40b8312d71,US,CA,55
796.06944444444446,813.33333333333337,793.33333333333337,accbd563c4511fb1cc864a30f3f6b6b2fd20b177,US,CA,55
733.19191919191917,730.73232323232321,656.26767676767679,3fca4726634a303a4bed27e7c629892eda0478d2,US,CA,55
788.43636363636358,800.62727272727273,660.25454545454545,a3e86b112c06a0d314ed6a60bc73124c544c5fae,US,CA,55
724.54676258992811,743.8741007194244,750.57913669064749,419c169b40a11ca3079788d0528ec53df67e1896,US,CA,55
798.75974025974028,820.038961038961,642.93506493506493,55b0beed7a9d6de52e8c93401bfe24ad8bc9b52d,US,CA,55
762.61715160796325,733.13323124042881,726.21745788667693,f24a3796738542bd036b290d10c00c869eede026,US,CA,55
752.88095238095241,752.22619047619048,709.91666666666663,4db5653f10368e3c625bc5895d21466e73db2a7f,US,CA,55
759.13793103448279,769.89655172413791,769.34482758620686,609884c617d6c0e7e1df6ebeb7894ad62eef0c71,US,CA,55
733.125,722.85714285714289,628.57142857142856,56e19132a9c82dfb3c99fcd2453acef4b2e8f0aa,US,CA,55
739.52777777777783,840.0,640.0,0a91a13e230dfff9fde4515332fcc9303c946ae0,US,CA,55
753.29166666666663,730.29166666666663,729.45833333333337,6b60538db28e0a60c702520cb495f489107bfc0d,US,CA,55
774.27272727272725,790.0,720.0,50810a1d831744614d5a8e13290c64e4bcd7f506,US,CA,55
764.255172413793,749.60689655172416,732.19310344827591,2758279b443f6ee6d211a624e5ed08f2bce75a64,US,CA,55
803.53703703703707,830.0,670.0,3eb31c64c413df488f84f6863f5e22e4fabc7b82,US,CA,55
768.28125,718.75,718.75,daadba4321a943392487629a7b036a275bc93d44,US,CA,55
739.71428571428567,680.0,680.0,8b87b5a4077e2b2485165c1af9347cd066b74a56,US,CA,55
766.4406779661017,742.35593220338978,729.03389830508479,37678578711d10c42080c0dd47f1745e66c59df5,US,CA,55
729.038961038961,751.31168831168827,689.38961038961043,07a9f6fe101330e2f5d9e3ce7edd8866f9c1f088,US,CA,55
799.4375,755.0,750.0,d028b92a337e36f4a51dad4ecb753119f4980938,US,CA,55
743.38461538461536,748.69230769230774,750.42307692307691,eec9155984b00354cfac2470e9689f610b384ffd,US,CA,55
764.829268292683,760.04878048780483,686.85365853658539,a89a3d01b81f8d2ddb5424b043d20eb61a2af579,US,CA,55
