AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_
725.05555555555554,723.67320261437908,686.66666666666663,9b9df7c20bcdd65959a1e122148b258978a2b084,US,AL,15
727.33552631578948,725.37171052631584,710.17434210526312,a9250503dbf242d8a6f8035a4c3818d5cfe41d92,US,AL,15
711.07843137254906,705.03921568627447,687.01960784313724,5014afef89253bb8d45441a86a3f97b0dd11535b,US,AL,15
712.88888888888891,700.94444444444446,689.83333333333337,9666a5d6dee393d4c8c8d388c17022ada819e8bf,US,AL,15
711.27004219409287,708.590717299578,708.54008438818562,352626405e7857e5dfeedecee5095c07b0ebc72f,US,AL,15
736.73333333333335,731.30666666666662,681.30666666666662,c7df22d092e85cde14beca9f88b6e5df1c46863c,US,AL,15
732.95098039215691,732.5,732.5,bcf78b42dd92511513399ce5c6558d1ed06bfae9,US,AL,15
728.68965517241384,726.54926108374389,680.41871921182269,00d06723ae919c589e74b53969c61ede3f74dbc2,US,AL,15
782.76715686274508,785.87745098039215,753.58578431372553,c230f865ec9574e578f997aea989c6899033109e,US,AL,15
780.08571428571429,747.14285714285711,747.08571428571429,2a1e63588bbfb60d54d00ac43365ad5796c1fc2c,US,AL,15
769.51388888888891,761.51388888888891,639.5,ef76b66170fad11667d0f0ad84eddc543a1fbfe4,US,AL,15
748.4848484848485,745.4848484848485,723.89898989899,db7412ff5598a887ff5bc8dfeb139414a9c2cd64,US,AL,15
770.0,770.51923076923072,723.74038461538464,9bb7140bb9b6c26ebf490f423b96fc0beb19efca,US,AL,15
690.827380952381,686.61309523809518,686.61309523809518,fc3bb71368cbc5cd88643623436616b442bf511b,US,AL,15
727.60677083333337,727.828125,703.41666666666663,2adc32cbb6dad5c690afe069eb7cace77eadee1a,US,AL,15
745.14930555555554,745.0,745.0,4017fe54912e6f4e6bae97502476672c9f838837,US,AL,15
738.92546583850935,737.26708074534156,730.28571428571433,eb5333df9f116878f5f5eb9f833ea3a12095872f,US,AL,15
688.17991631799168,688.98744769874475,688.86192468619242,79c61559b39d86c0c141d0fce556efacb528b9cd,US,AL,15
738.56779661016947,732.25706214689262,731.48587570621464,03308ba583ed57283fcebe9088b7f847d62416dd,US,AL,15
717.44927536231887,704.70289855072463,700.74637681159425,2f5a416f3964a4fd8f01aab26cab301d64439f21,US,AL,15
727.25,726.0,686.0,13fadb73f683b7140120bcb94dd0185c353ba42b,US,AL,15
732.911214953271,732.07476635514024,731.892523364486,64a689eb0876148f31a1aa328295a88e67255f3c,US,AL,15
745.62790697674416,743.03488372093022,742.11627906976742,f56456b8866427d84e2a8dc777b8d0372b0eea0a,US,AL,15
729.0593220338983,716.83050847457628,641.52542372881351,507ec7bfd03db3a2e20b6e4b18e492de1cefa518,US,AL,15
732.78787878787875,722.69463869463868,685.034965034965,504ef4bd3755e133094ed236d4867aee136ad7a2,US,AL,15
712.5,711.41666666666663,706.41666666666663,3de93f124b8e42eaa65c437fbc5617e6a8ccdf2a,US,AL,15
737.17803030303025,736.13636363636363,720.67424242424238,501228ff13e48ddd0cb86e434a904be40888b21a,US,AL,15
708.23611111111109,705.46180555555554,655.9375,90b4b0af5fc6a5e9df0e1e644811035248fde99d,US,AL,15
785.06024096385545,784.97590361445782,745.40963855421683,cecbdb75ae8644f4c7e522a3768014b76f0b4902,US,AL,15
700.93564356435638,702.40594059405942,695.47524752475249,f6eee5297c6935020c0967466a01f9cd097ab7dc,US,AL,15
714.58823529411768,719.37254901960785,718.43137254901956,25f6a7c4a4058f1c7aec27dd7c27011c42678908,US,AL,15
724.41666666666663,723.29787234042556,703.29787234042556,b6099814aa644132f1da11c4ce5f7182b158a839,US,AL,15
712.02909090909088,710.02909090909088,709.90545454545452,57072e86c4686db846e17685ee48d5bcd52856e1,US,AL,15
745.85784313725492,748.88480392156862,748.88480392156862,6caa727ae08ff02a8140f5a8e663ab6b3a7a0af0,US,AR,15
736.2962962962963,729.15277777777783,729.15277777777783,a0593bc485e0fffa5eb4ea265e3df511302c3668,US,AR,15
782.53125,768.96875,717.5625,d7b1d92516a27b538b8e4cd242844599b2635e78,US,AR,15
745.1219512195122,741.0,721.0,c93ca1f41346cd15b0eaf3994b4917f0bf2beba0,US,AR,15
726.75617283950612,732.5,732.5,7c701a4a69d702e8b8f3ffa8f341b02e442b7e8d,US,AR,15
717.95833333333337,721.952380952381,671.952380952381,0365faed9eda6da204a74c3bcde1563857427d95,US,AR,15
