AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_
734.7769607843137,731.56617647058829,681.56617647058829,910aa0d387cc680c64091f81c899376362bbe351,US,AL,35
719.98550724637676,708.43478260869563,692.78260869565213,954851b5e2abc5b0bf0836b8b3723cc8343470d7,US,AL,35
706.125,699.66666666666663,698.75,5d0388b11ca4fa730c9611011d79f9b88550556c,US,AL,35
727.85815602836874,713.49645390070918,713.21276595744678,d9b254b2b424306a7b2b4610dedd83ca534ae072,US,AL,35
753.75980392156862,744.8480392156863,744.8480392156863,94d999b7a30880e9df13d36f14c6773ed037233f,US,AL,35
732.4666666666667,722.630303030303,683.09696969696972,92c3ab39d47be9b464bcc7e0fa24aa629bea224a,US,AL,35
739.59459459459458,712.972972972973,682.43243243243239,47b2cff3a68bf2a58af49327b923c887489a6074,US,AL,35
767.22580645161293,721.67741935483866,686.483870967742,9955c45a7de390e4fa61e7e2f9b35540b80402a3,US,AL,35
730.82843137254906,723.66176470588232,708.04411764705878,3c9c1ba78fbd1fe4bdfca41245a7ca8703708096,US,AL,35
717.64793388429757,714.31404958677683,650.0,c706594e0dd1cb7efdafaddb8b7c54c5eee2451d,US,AL,35
726.9677419354839,720.09677419354841,719.80645161290317,2fa646a4613c5edf2e4cba2ca5fab21d92fb10a1,US,AR,35
739.44791666666663,739.19097222222217,670.0,10aab33d9f85f1579bddeb596ef0da6b423de24f,US,AR,35
764.54901960784309,760.156862745098,690.57843137254906,f1da5fecd025a21c70dd6519f5a0bcc4e87929b1,US,AR,35
758.18181818181813,725.4545454545455,725.4545454545455,a078e4106ae4153985a327f235605cc1231db342,US,AR,35
806.49264705882354,788.0980392156863,763.75,1ae4e1e18ec80cff77129b3cc72bcab014984aa4,US,AR,35
765.05316091954023,766.58189655172418,750.75574712643675,4233c8f6a64c867330bd7b32347e0d2fdaf481e5,US,AR,35
720.125,715.96078431372553,715.96078431372553,95f967963817dc2e507ce4ec6b012006fa58067e,US,AR,35
