AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_,Climate,CalendarEvent,Date
757.6042780748662,720.2941176470587,719.7647058823529,b38a9aff4c384bc2f553ea4c354e540238421ef6,US,AZ,0,Home,hold,06/21/2017
754.2,719.0,721.8,b17a08109d4698602e4443e1d0952c635841e099,US,AZ,0,Home,hold,06/21/2017
762.5,761.25,789.25,14ea48dc54edd1b1bc5c072d37090c2d43c7f2bf,US,AZ,0,Home,auto,06/21/2017
785.638888888889,780.0,778.0,42e608375e832977968cfa47e7faa0e09622f5e5,US,AZ,0,Home,hold,06/21/2017
754.3333333333333,748.3333333333333,742.0,5016835b6c6fef2918917fa43ba1a2e353b7ebc5,US,AZ,0,Home,hold,06/21/2017
785.6233766233767,784.2727272727273,784.2727272727273,1edec8cd6457f5c1313252854f6d658c8f4b00ec,US,AZ,0,Home,hold,06/21/2017
779.7179487179486,768.7692307692308,768.4871794871794,1c7ad14e4b895a892bac9e297570aafff317b84f,US,AZ,0,Home,hold,06/21/2017
779.518796992481,786.2556390977444,673.7443609022556,50494a8f78cdffd96681df044c2044ec42d93585,US,AZ,0,Home,auto,06/21/2017
779.1909090909091,776.3090909090909,775.6909090909091,405c5f6f964f93249a4601c63320ff0a3d45e6df,US,AZ,0,Home,hold,06/21/2017
752.164835164835,705.2197802197803,756.1483516483516,602078f05528f96913cce39a7f995d019ed75f3e,US,AZ,0,Home,auto,06/21/2017
757.306451612903,754.8010752688172,754.8010752688172,6ef63bb63923d81c7ed810590257aa22f1734a76,US,AZ,0,Home,hold,06/21/2017
796.5069444444445,797.0069444444445,788.4444444444445,9b3b4affdfa879e1ed0e233408dbe71eaeadc232,US,AZ,0,Home,auto,06/21/2017
771.6827586206897,775.048275862069,772.1931034482759,40fe0ad2c29d4fa1f16443a2d1ce30642276805a,US,AZ,0,Home,hold,06/21/2017
779.66,806.535,788.845,14ea48dc54edd1b1bc5c072d37090c2d43c7f2bf,US,AZ,0,Home,hold,06/21/2017
773.2,770.4,651.2,107601149181fa6359cb2c9cfed4293033e26e9e,US,AZ,0,Home,auto,06/21/2017
792.7295081967212,799.0,776.2131147540982,0490eb26d895b30020200418258bac01cb72efb7,US,AZ,0,Home,auto,06/21/2017
779.4615384615383,775.2051282051283,782.7948717948718,0222630f87433cb6a60e0fe83c9bc2233a842fce,US,AZ,0,Home,auto,06/21/2017
737.0,783.0,697.5,c15716bd9b8805b392122b14476bc901a4b597c6,US,AZ,0,Home,hold,06/21/2017
782.030303030303,781.1818181818181,689.8030303030304,822f61c66f04b621fc900e6b2bc23e08b39c7d9b,US,AZ,0,Home,hold,06/21/2017
783.6923076923076,779.6153846153846,779.2307692307692,5e09bb243f0066a7b9fe9778ef9c04b88ed69714,US,AZ,0,Home,hold,06/21/2017
699.5,701.5,711.2,a48c5836edcfdd38e92474454acc10e226ddfe58,US,AZ,0,Home,auto,06/21/2017
728.3793103448276,734.241379310345,709.8793103448276,c15716bd9b8805b392122b14476bc901a4b597c6,US,AZ,0,Home,auto,06/21/2017
802.0955882352941,799.4705882352941,779.4705882352941,f6bc7e4478ed53238114e8380e9bc6d21b2ba8e6,US,AZ,0,Home,auto,06/21/2017
737.3454545454546,711.1818181818181,733.4545454545455,4704430fcc4c7f1159572fe19422023c3f0f8a6c,US,AZ,0,Home,auto,06/21/2017
748.9358288770053,750.0855614973262,749.6737967914439,4120ca60325dfb265ad7cf52217ccbc72b68bb8a,US,AZ,0,Home,hold,06/21/2017
774.2,776.9939393939394,776.9939393939394,0222630f87433cb6a60e0fe83c9bc2233a842fce,US,AZ,0,Home,hold,06/21/2017
782.271186440678,784.7457627118644,754.7457627118644,40fe0ad2c29d4fa1f16443a2d1ce30642276805a,US,AZ,0,Home,auto,06/21/2017
773.2448979591836,790.6122448979589,785.6122448979589,6968c76c1deea3fafffb495e3d2fcc7b8edfd6fc,US,AZ,0,Home,hold,06/21/2017
749.1851851851852,717.2222222222222,678.925925925926,b17a08109d4698602e4443e1d0952c635841e099,US,AZ,0,Home,auto,06/21/2017
794.2142857142856,770.2857142857142,767.7142857142856,c9d1677c5642ac6f2125d3a76146a04694932cac,US,AZ,0,Home,hold,06/21/2017
797.6619047619048,795.0,745.0,1360df7cda51888ea1e94cf3d2dc0b41efb3362f,US,AZ,0,Home,auto,06/21/2017
797.072463768116,802.8550724637681,782.9130434782608,d4b69256f1360b0b3c63c26b005b6cd3d22b8709,US,AZ,0,Home,hold,06/21/2017
730.4347826086956,727.8260869565217,668.695652173913,0d172e3957237ef8d907fc6939a0bb29cfa0b628,US,CA,0,Home,auto,06/21/2017
800.1136363636364,796.4772727272726,680.25,8e07e5cdfd066ba6810a02d10e7db3789c701f6e,US,CA,0,Home,auto,06/21/2017
748.7789473684212,749.936842105263,710.1894736842105,fb9ddbdb09746d10d5f508f569fccdf56640bdc3,US,CA,0,Home,auto,06/21/2017
757.0208333333333,819.5,649.625,155a0954ffe00d885e978a54e2b29b049fc8e9d5,US,CA,0,Home,auto,06/21/2017
740.7414965986394,714.2857142857144,714.2857142857144,4ef217faf4a785d27650bb00617f018859fd6233,US,CA,0,Home,hold,06/21/2017
734.0333333333333,694.05,693.15,7955eb78085ff856d5413cc10df9ae0665df88ec,US,CA,0,Home,hold,06/21/2017
799.0,822.0,664.0,5475fa524dc040464865cfd856993f854a863a91,US,CA,0,Home,auto,06/21/2017
830.530303030303,803.3636363636364,786.6818181818181,1075a73133ce310c65fe6896dba01bbb766eab0b,US,CA,0,Home,hold,06/21/2017
789.7604166666665,774.6197916666665,774.6197916666665,b5bbb8eb71eabd9c7295549c3876911f0c9496c0,US,CA,0,Home,hold,06/21/2017
765.8333333333333,762.45,725.75,c3f72f26e93d96376920a27a2d33b320cf83943f,US,CA,0,Home,auto,06/21/2017
804.0,841.875,606.5,2666ffe94be8f1ed095156578306e602000f2277,US,CA,0,Home,auto,06/21/2017
767.4,771.1277777777777,686.3333333333334,f44e52f0ab9f91bf3b4f53fd96c57f027e67d6e1,US,CA,0,Home,auto,06/21/2017
790.2708333333333,734.3125,734.2708333333333,8b8f3387fa3e1bcb73be0c86aeb860c24b5c5fae,US,CA,0,Home,hold,06/21/2017
715.3592233009707,715.5339805825241,714.8543689320387,2a8674dbf48a73f19ab574ad4420ec719841e5bd,US,CA,0,Home,hold,06/21/2017
836.8349514563107,787.8155339805825,810.0,6b84763d23ae963ad3963c77ce2bea62ca4a8aae,US,CA,0,Home,auto,06/21/2017
763.5,775.0,775.0,be83902be5186eb6db59c8469b8650da4d85fe3e,US,CA,0,Home,hold,06/21/2017
769.875816993464,734.0065359477125,734.0065359477125,59f71678c233274664f248de92f81e07c967f4b4,US,CA,0,Home,hold,06/21/2017
796.3333333333333,808.8571428571429,623.047619047619,d1a3ec61238721bbe0b69264f516cdf59eed7f84,US,CA,0,Home,auto,06/21/2017
802.12,784.4342857142857,672.5885714285714,27e7e2b9d672e3ee8e883eacbad563ab02387ab2,US,CA,0,Home,auto,06/21/2017
786.7297297297296,749.8851351351352,749.6621621621623,89a8ce25f0e734f52af37307a80a9a55da50d9eb,US,CA,0,Home,hold,06/21/2017
757.436274509804,769.828431372549,764.2696078431372,2ba1d1aaa445a6bd5b821f68e0421943cb20daae,US,CA,0,Home,hold,06/21/2017
773.5,770.8333333333333,764.1666666666665,9f680b1be5e71cf230be82d7d60f735a71eddf46,US,CA,0,Home,hold,06/21/2017
746.5444444444445,730.2,729.9777777777778,4eaabfd0ce72e0e2ac51b43dd9f9a353773f38df,US,CA,0,Home,auto,06/21/2017
742.4827586206897,749.1551724137931,748.948275862069,a043674de61fd5bed18697a7b23b7cbd3717eecc,US,CA,0,Home,hold,06/21/2017
763.5616438356163,740.4383561643835,739.4520547945206,08b9eac0729a8c43aeee184dfb15282e6ba445fa,US,CA,0,Home,hold,06/21/2017
840.4714285714285,698.657142857143,698.657142857143,50f86b87aecadff1f2f1398ceb9366b87850b652,US,CA,0,Home,hold,06/21/2017
748.28,750.04,749.88,6426c468a00fadb27425b9d5ffbd34f840427693,US,CA,0,Home,hold,06/21/2017
793.82,772.54,669.96,f199c1386bc5aae930eb199215c82fa4ac516584,US,CA,0,Home,auto,06/21/2017
749.8732394366195,729.0422535211267,729.1830985915492,bc846390af3f7211ceb3b5c654931e10e327147a,US,CA,0,Home,hold,06/21/2017
758.3974358974359,766.8717948717949,766.8589743589743,188530bd255cc9c4c829240bbd388eba686ba065,US,CA,0,Home,hold,06/21/2017
740.2094594594595,743.2094594594595,743.3040540540541,b3a11838784f26250b7f6422d705be3a6c2fe955,US,CA,0,Home,hold,06/21/2017
837.6086956521738,780.2608695652173,778.5652173913044,15decb63b4496286093e649b366ea27e19bb020e,US,CA,0,Home,hold,06/21/2017
784.4375,759.1666666666665,759.1666666666665,50c55e3f61786ffb45de0033d4c59876b866f1d8,US,CA,0,Home,hold,06/21/2017
833.1359223300971,819.9223300970874,640.0679611650485,15decb63b4496286093e649b366ea27e19bb020e,US,CA,0,Home,auto,06/21/2017
749.7327586206897,756.8706896551724,700.1293103448276,1bc47c1ee98c61d0308615bfcc65f45e580b2f44,US,CA,0,Home,auto,06/21/2017
793.12,790.0,640.6,669b9e3c87a36b9bfa70edfad6e75048f9fbb628,US,CA,0,Home,auto,06/21/2017
792.125,738.0,738.0,6b809938dffd48fcdfd4fcabab2d157d800ad8f8,US,CA,0,Home,hold,06/21/2017
759.6481481481482,749.9259259259261,644.2592592592592,d86d598ecd0ff94b91806e3b0ed8b2156a62095f,US,CA,0,Home,auto,06/21/2017
747.3950617283949,779.1604938271605,778.9135802469136,4618577be57ba60c51bfb10fee4730808bba9f9a,US,CA,0,Home,hold,06/21/2017
783.6875,779.0208333333333,688.7916666666665,ff3461ee1fd1b6c5e145ac98312116ecf64572ab,US,CA,0,Home,hold,06/21/2017
786.263157894737,774.3684210526316,774.315789473684,a89451f427fcf4f00508181316fba4de193cee55,US,CA,0,Home,hold,06/21/2017
741.732394366197,737.3098591549295,640.0140845070422,7f339d612fb0b4e065430f0986cae60a3407c9ff,US,CA,0,Home,hold,06/21/2017
730.9558011049724,730.2375690607735,730.182320441989,68c62bce075d4ba52907d5d1c6ad2e01061e169e,US,CA,0,Home,hold,06/21/2017
827.8,839.96,600.16,bb197e319f079d148e5c48766d8a07808bfee345,US,CA,0,Home,auto,06/21/2017
754.6929133858267,759.3149606299213,750.0629921259842,4e951f7eeade7068c1295e5c75b8e3c50a6ce85f,US,CA,0,Home,auto,06/21/2017
737.7142857142856,732.6466165413534,732.6917293233084,608cc3efb986c8c9cfe430299b2cb554a665d3f6,US,CA,0,Home,hold,06/21/2017
755.0,653.0,617.0,2c8c544c175e1ba4d622de4ed26cda1adf0a8b45,US,CA,0,Home,hold,06/21/2017
777.2261904761904,765.0,665.0,a4f4c4ddf7165f9723a26ead410e666fb584b301,US,CA,0,Home,auto,06/21/2017
743.0769230769232,760.6153846153846,757.5384615384614,451e329b891003dd8096bf046a2350a95923e5e8,US,CA,0,Home,hold,06/21/2017
745.1428571428571,777.3571428571429,779.0,904e9ceae867b1b1e3633fdc3d590ddce150ddad,US,CA,0,Home,hold,06/21/2017
725.3112244897958,722.6938775510204,722.6938775510204,e75e089250f4053dc430c0f648205afd30b4825b,US,CA,0,Home,hold,06/21/2017
769.6875,765.9791666666665,764.7708333333333,94f98bbb4c40dbb35e9e55e247478aec634e67b8,US,CA,0,Home,hold,06/21/2017
788.0,753.25,760.5,22c81a6d9e94a8334f3993b01c0f623e43637075,US,CA,0,Home,auto,06/21/2017
755.7142857142856,749.0,775.4285714285713,cee2d118cc4b0d545b65ebb7d64769da81945470,US,CA,0,Home,auto,06/21/2017
773.6976744186046,760.5581395348836,780.1860465116278,3232140e595f2a408cadc2f82d50e5962504bfc3,US,CA,0,Home,auto,06/21/2017
717.9166666666665,715.0,665.0,f1ad45090edad9160d0ce9d7ea8c357eaeb0ef02,US,CA,0,Home,hold,06/21/2017
768.425,762.8583333333332,709.6083333333335,391cb17af4c0bf63076c3678f27d7b7088d21b9b,US,CA,0,Home,auto,06/21/2017
749.8125,750.375,680.8125,71fe92fd76f4cd74ee8a605717caae83d7b2d6c3,US,CA,0,Home,auto,06/21/2017
774.734375,773.796875,728.203125,74768334c92df4b6c6ff9d4634fb634f0975972b,US,CA,0,Home,hold,06/21/2017
778.8275862068965,755.3448275862069,723.1724137931035,df6035fe7a2e94695bf64d2834fa89b7de3ee4a5,US,CA,0,Home,hold,06/21/2017
769.0,781.1034482758623,688.6206896551724,09aba1d265849e2c908bee7410b9eacb6df48848,US,CA,0,Home,auto,06/21/2017
734.563725490196,735.9607843137254,675.0,af64b355302d174d0b5bf3e933da984ad93003f9,US,CA,0,Home,hold,06/21/2017
762.2105263157895,691.6315789473684,621.4736842105264,5be37f478af7fe868be3ef05f3f106949ee66087,US,CA,0,Home,auto,06/21/2017
753.4719101123594,747.7808988764045,673.9606741573034,5cf6d080757cf3a39d74b6de5c2b5aca79ccfb20,US,CA,0,Home,auto,06/21/2017
778.4333333333332,759.7333333333332,711.0666666666667,200723efd21e92af4256142f4425c180b9d41b31,US,CA,0,Home,auto,06/21/2017
736.8389830508473,760.0550847457624,709.9449152542372,18312a33a4e15856259d215e0e6177f1fac63a13,US,CA,0,Home,auto,06/21/2017
738.1,730.2,679.8,5eb76b82a7c73a87836de4918cf9bb1d7bac7932,US,CA,0,Home,auto,06/21/2017
777.0388349514564,770.004854368932,770.004854368932,3f5013a109024fd5de459c958c70de3cea091feb,US,CA,0,Home,hold,06/21/2017
688.2253521126761,689.169014084507,689.0,771f0d340d62816f3877ee2bc5677c35bba3820c,US,CA,0,Home,hold,06/21/2017
735.3333333333333,721.875,669.7083333333334,5ea2a23b766d567669b1c98874491f5ca877ff80,US,CA,0,Home,hold,06/21/2017
743.0196078431372,747.3382352941177,747.3382352941177,00c938e5bb1d705eaabfe9e555bc0e4f5f3c9c57,US,CA,0,Home,hold,06/21/2017
782.4723926380368,781.233128834356,719.9938650306749,3977ab46b62e64fa8cf51a958b1e77ceb29c3b43,US,CA,0,Home,auto,06/21/2017
801.5714285714286,800.2857142857142,787.8571428571429,fedffe43a67d22b0bf59247c04f8ad49c43db803,US,CA,0,Home,hold,06/21/2017
729.2641509433963,726.3962264150942,709.0,608cc3efb986c8c9cfe430299b2cb554a665d3f6,US,CA,0,Home,auto,06/21/2017
783.83908045977,790.0574712643678,652.0114942528736,bddea1b557f4f7b54300c9c14373c4bedfad2c4a,US,CA,0,Home,auto,06/21/2017
773.9017857142856,775.6696428571429,775.6696428571429,8ce4273a34841d37470573746b1132397e9efd85,US,CA,0,Home,hold,06/21/2017
778.1844660194175,768.9126213592233,754.4563106796115,e262881e2b259288ff986d482a845593a2c8f8e6,US,CA,0,Home,hold,06/21/2017
759.2857142857142,764.5102040816327,762.1224489795918,6efc8d54b392747c083ec35ab7a5c7eef4b40a2f,US,CA,0,Home,auto,06/21/2017
744.4661654135338,768.9473684210526,768.9473684210526,45216643e6173cd7aeabfc266e0b56422fe5c60d,US,CA,0,Home,hold,06/21/2017
791.3970588235295,790.936274509804,786.2941176470589,57ecc8985786b94aeb3b36722bd5f2f027af3ad8,US,CA,0,Home,hold,06/21/2017
724.6285714285715,727.3714285714287,719.4857142857144,e2b9f980264a20e2f4215cc199965020d58ac14b,US,CA,0,Home,hold,06/21/2017
746.2758620689655,749.9310344827585,749.4827586206897,194696fd24b2ea515d2a0f2b076f917ca8aeb377,US,CA,0,Home,hold,06/21/2017
776.5441176470589,771.2598039215686,770.093137254902,e2ccd148f0d7a380a92030e5d15256ad2043423f,US,CA,0,Home,hold,06/21/2017
745.860294117647,788.5735294117646,780.8823529411764,6254971e8e05fb221827b611c9a94d8341571030,US,CA,0,Home,hold,06/21/2017
762.3636363636364,760.6363636363635,755.9090909090909,eeda1c27877f465c918232d11fa36ff55429d54d,US,CA,0,Home,hold,06/21/2017
754.0229885057472,730.9655172413792,709.4425287356322,da40e1be7d11567487ce0333bfcf58a9123fd0f8,US,CA,0,Home,hold,06/21/2017
798.7142857142856,811.9120879120878,788.6593406593406,61c900d2013cf587d39afb203c632b2fd68866d0,US,CA,0,Home,auto,06/21/2017
760.40625,768.34375,685.3125,385698ad230fc1228381ae013292f44b989f2a3d,US,CA,0,Home,auto,06/21/2017
790.9528301886794,796.8301886792453,787.8867924528302,546220722151a0c7eab47adbf66f5eda87a58abc,US,CA,0,Home,hold,06/21/2017
745.9302325581396,744.7209302325583,743.8604651162791,fd6f5cc2b2cddf1cbbd1e8c0d6972b8ca4269272,US,CA,0,Home,hold,06/21/2017
787.4295774647886,755.5704225352112,690.0492957746478,c8096b1997e1a0254da9d761f2918db3fb7c5f87,US,CA,0,Home,auto,06/21/2017
743.3333333333333,735.0,685.0,2eff19497418503f5b2636c6dd7eb28baf6d2782,US,CA,0,Home,hold,06/21/2017
734.2,727.7833333333333,727.7833333333333,6a061e156b6a80ad70184ef01c8e1dbcf610b821,US,CA,0,Home,hold,06/21/2017
732.6101694915255,736.7118644067795,719.7118644067797,41691da4229802cf66f13af838aec9285293b2d3,US,CA,0,Home,auto,06/21/2017
741.3636363636364,758.7272727272726,756.2727272727273,3ee057dcf3c9076056ee7009e09275e71dee2f4a,US,CA,0,Home,hold,06/21/2017
784.0,780.0,621.0975609756098,2fddfab744aafaaecd6949e6e428fd4aa874b7be,US,CA,0,Home,auto,06/21/2017
771.5416666666665,761.0416666666665,757.5833333333333,ec6fd5bb0e988d9f0e0fc7adcfba34f10a20c035,US,CA,0,Home,hold,06/21/2017
739.7777777777777,734.9382716049382,735.0493827160495,4eaabfd0ce72e0e2ac51b43dd9f9a353773f38df,US,CA,0,Home,hold,06/21/2017
805.6436781609195,784.5459770114943,748.33908045977,200723efd21e92af4256142f4425c180b9d41b31,US,CA,0,Home,hold,06/21/2017
766.7847222222222,742.3680555555555,742.4305555555555,5203783873871dad12f0ac614da4342040d30286,US,CA,0,Home,hold,06/21/2017
775.4455445544554,756.5742574257425,720.2178217821784,e262881e2b259288ff986d482a845593a2c8f8e6,US,CA,0,Home,auto,06/21/2017
736.0645161290324,735.0,685.0,a3081fce8b5cd9b06c7a4cff3a2ca3f56b305d16,US,CA,0,Home,auto,06/21/2017
711.8676470588235,743.8088235294116,703.9950980392157,c91c11d94b00afb57e31ee2c8ded0fdadf0c1707,US,CA,0,Home,hold,06/21/2017
932.2,802.4,806.6,6b84763d23ae963ad3963c77ce2bea62ca4a8aae,US,CA,0,Home,hold,06/21/2017
730.7777777777777,733.0,733.7037037037038,231e26cf33d00066248bbaa916caa065b6ca4433,US,CA,0,Home,hold,06/21/2017
720.5,730.375,701.75,e75e089250f4053dc430c0f648205afd30b4825b,US,CA,0,Home,auto,06/21/2017
795.4893617021277,769.936170212766,700.1489361702127,45216643e6173cd7aeabfc266e0b56422fe5c60d,US,CA,0,Home,auto,06/21/2017
751.7857142857142,768.8571428571429,680.5,8be903a03835b9c8ce78594f45686da96b4255cb,US,CA,0,Home,hold,06/21/2017
774.0,768.3076923076922,768.3076923076922,df3485e7e61350d3f590f1247372dc61e265c81e,US,CA,0,Home,hold,06/21/2017
799.5,806.0,768.0,8e07e5cdfd066ba6810a02d10e7db3789c701f6e,US,CA,0,Home,hold,06/21/2017
760.6052631578948,755.1052631578948,755.1052631578948,9d3cb43bb56d300f3ff198e9a88938f96db447d9,US,CA,0,Home,hold,06/21/2017
735.5548780487806,741.6036585365855,741.609756097561,2f5fb3f2e7afaca0b564d6a40a8a4b4ea9141831,US,CA,0,Home,hold,06/21/2017
690.4494949494949,654.2525252525253,645.439393939394,a8724b3d82c3e6639d5cfe032cf30cd647283da4,US,CA,0,Home,hold,06/21/2017
759.3333333333333,651.75,632.9166666666665,7ef1d4354aff45802b780a0008194f3591ee3675,US,CA,0,Home,hold,06/21/2017
734.0555555555555,731.1111111111113,668.8888888888888,683c8d7c9d6c1e2c37b4b5c7f1febb95d299f4ad,US,CA,0,Home,auto,06/21/2017
790.2358490566037,780.0754716981132,779.5094339622641,fe49c923833eafc5f7f5e0f65cfd8e471a9be20c,US,CA,0,Home,auto,06/21/2017
755.735294117647,741.1176470588235,741.0588235294116,5a44d97b505b2c3b2310281b88b4ef491932eac0,US,CA,0,Home,hold,06/21/2017
770.8627450980392,770.0392156862744,670.078431372549,163b0b4ca688777213c2a38dd0fb58a6fb9e3006,US,CA,0,Home,hold,06/21/2017
746.0243902439024,700.8780487804878,650.8780487804878,8a81fa0489fb311982f7fa707e8612b3808cd6f2,US,CA,0,Home,auto,06/21/2017
747.25,742.013888888889,742.013888888889,5088e1f3ec2c13a3793c4e56a9189b39dc6e2b31,US,CA,0,Home,hold,06/21/2017
825.164835164835,750.021978021978,640.021978021978,c935dc05de4f5664538a4bbcdbc8785ca6ef540e,US,CA,0,Home,auto,06/21/2017
707.232,700.056,649.9680000000001,fe8b14989503acfdab17aa91fbf3f6c2d7731149,US,CA,0,Home,hold,06/21/2017
752.343137254902,749.7254901960783,749.7254901960783,b997c84f7d894c57bbae9ec8bdda52a1c0c96128,US,CA,0,Home,hold,06/21/2017
743.656862745098,744.578431372549,744.578431372549,8a80f8f8b77c2388175462b6f6cc038c8f7d6fc9,US,CA,0,Home,hold,06/21/2017
791.5,772.3125,772.3125,86c1d48edf42b8326f30becf2f208479d1e30bee,US,CA,0,Home,hold,06/21/2017
800.0432432432433,799.8270270270269,773.0162162162161,a89451f427fcf4f00508181316fba4de193cee55,US,CA,0,Home,auto,06/21/2017
762.25,750.4375,749.125,e9ae0398fe3a8c58a89d995ae4eed52ca2a347c8,US,CA,0,Home,auto,06/21/2017
765.5520833333333,764.3645833333333,638.1145833333334,e77a4f05b42341eaa2824239d18fed4849e4ebe7,US,CA,0,Home,hold,06/21/2017
846.4444444444445,839.3333333333333,787.5555555555555,76891f53f671f415ce11096a853b1a289233f5f8,US,CA,0,Home,auto,06/21/2017
749.9933333333332,750.8866666666665,750.8866666666665,fff157010dde22d7786354c4f9c5a2ea80365f5c,US,CA,0,Home,hold,06/21/2017
737.014598540146,708.8029197080292,708.8029197080292,b003bf5de0b968be6d40700ad35adf9c3a7af8a9,US,CA,0,Home,hold,06/21/2017
757.8872549019605,759.4460784313727,759.4460784313727,4eea7f9b8141b0dea251c535c290fb07e823bd33,US,CA,0,Home,hold,06/21/2017
799.4,799.7333333333332,620.8,1a4d90efc9220dbe5ff5f85abdb2192ff44e06f5,US,CA,0,Home,auto,06/21/2017
725.0441176470589,773.2058823529411,789.4411764705884,6254971e8e05fb221827b611c9a94d8341571030,US,CA,0,Home,auto,06/21/2017
740.7538461538461,744.0923076923076,744.3076923076922,cee2d118cc4b0d545b65ebb7d64769da81945470,US,CA,0,Home,hold,06/21/2017
741.0641025641024,735.025641025641,734.8333333333333,328de7c3f04acc95f9b7adb16ffb65956640c90d,US,CA,0,Home,hold,06/21/2017
772.2972972972975,686.3243243243244,635.0,e77a4f05b42341eaa2824239d18fed4849e4ebe7,US,CA,0,Home,auto,06/21/2017
771.2739726027396,767.931506849315,767.958904109589,d07ad1bc2038ab86abf5e29dda0c89c4f0e6f681,US,CA,0,Home,hold,06/21/2017
816.1666666666665,768.1666666666665,645.5,211ebdc5cc01cf7ef4753e96097ca970f8c271ec,US,CA,0,Home,auto,06/21/2017
743.6666666666665,741.6666666666665,737.5,6efc8d54b392747c083ec35ab7a5c7eef4b40a2f,US,CA,0,Home,hold,06/21/2017
789.079365079365,772.3650793650794,772.4761904761904,a655d3aa2c45933536369ca8eb99a3fc98fd44c2,US,CA,0,Home,hold,06/21/2017
756.2894736842105,750.0263157894735,749.9473684210526,e9ae0398fe3a8c58a89d995ae4eed52ca2a347c8,US,CA,0,Home,hold,06/21/2017
