AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_,Climate,CalendarEvent
673.96296296296293,675.925925925926,675.925925925926,31f21c5ef08aa0f2127e1e5c5a890715f0b00164,US,MO,52,Home,auto
704.13333333333333,717.72,676.34,551b85d1eda89f3f9f091e5f06382039f13e65b9,US,CA,53,Home,hold
688.078125,690.0,690.0,bf712da5ae53c81a1207be479ae55e9216ab3260,US,AL,55,Home,auto
697.76470588235293,702.05882352941171,699.17647058823525,8623437fdee230847c8b1463bf39167e7d46131c,US,AL,55,Home,hold
682.99509803921569,680.0,680.0,6abd4911871f1e0de8def9053402812625597329,US,AL,55,Home,auto
671.17449664429535,759.97315436241615,679.89932885906035,466649293de8a617ddfa19d869123c06d56ef93a,US,AL,55,Home,auto
681.24242424242425,730.0151515151515,680.0151515151515,590aaf36edf53e6ea486a95dc885a39129840a5e,US,AL,55,Home,auto
686.82142857142856,680.89285714285711,680.71428571428567,b428f15dec4ab6d805c7af1d02e993b82643b6ea,US,AL,55,Home,hold
680.56481481481478,680.7037037037037,680.55555555555554,bf712da5ae53c81a1207be479ae55e9216ab3260,US,AL,55,Home,hold
680.64655172413791,728.93103448275861,676.26724137931035,590aaf36edf53e6ea486a95dc885a39129840a5e,US,AL,55,Home,hold
723.75,729.04166666666663,729.04166666666663,ab976bfc30e5c5e0fea0a6ea932078763548bcc8,US,AZ,55,Home,auto
728.38028169014081,707.5915492957746,699.19718309859149,027260707f77b88d1d1e118bc38ac5e9659d0c0a,US,AZ,55,Home,auto
725.5,700.0,700.0,1e97a6e45b082ff4cb824524d84cd8307931ddfd,US,AZ,55,Home,auto
716.20833333333337,700.0,699.20833333333337,ab976bfc30e5c5e0fea0a6ea932078763548bcc8,US,AZ,55,Home,hold
746.74242424242425,750.21212121212125,699.89393939393938,26e6a4f5c3464feae8714183ef747743ab5a7f8c,US,CA,55,Home,hold
685.31578947368416,667.71052631578948,663.76315789473688,e4ded2832110f7dbf287d206846faaba3d9d8d99,US,CA,55,Home,hold
689.40163934426232,669.85245901639348,669.85245901639348,fdf76eca46cf6fea012e376fe6f730baa1172602,US,CA,55,Home,hold
759.3,800.0,670.0,3fca4726634a303a4bed27e7c629892eda0478d2,US,CA,55,Home,auto
754.65116279069764,800.0,750.0,b62980c3d903c9a76f6397161a2fcfc8091dea1a,US,CA,55,Home,hold
687.66666666666663,665.0,651.5,f2438a86eb7f91d454b054aa98e61236fe666bff,US,CA,55,Home,hold
660.33333333333337,770.0,710.0,b0a3770036f0095f6d33b9d4720edaa587b1ce21,US,CA,55,Home,hold
699.87323943661977,700.0,700.0,46ecdc48f6544d38d7acc1b3222c53122bcb552d,US,CA,55,Home,auto
678.775,683.9375,683.2375,dfcfe06ec645a9078ec126ffa813c2e0c02f51fa,US,CA,55,Home,hold
682.0,767.0,711.0,500b2c3cd022ae59ed3e08dd0f5b06dd1fff7aa2,US,CA,55,Home,auto
734.8,740.0,740.0,dbcee61b1993d37dfb403f64724cc85b321480b0,US,CA,55,Home,hold
676.13333333333333,680.0,680.0,1ceb570a88b08a8091b505efcff51fdef903f161,US,CA,55,Home,auto
