AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_
725.63253012048187,799.03614457831327,718.433734939759,1d6bdc097e50dcf69a5d14a9fb29fd9cf37e9daf,US,AZ,6
691.59967320261433,788.33333333333337,680.97712418300648,40309acd974cf0c593acdcc14f464c0721ca59a7,US,AZ,6
742.40322580645159,815.12903225806451,724.38709677419354,c9615232fb592c22d74bee9af6e069a3e8e9d8a3,US,AZ,6
728.63333333333333,760.0,680.0,b33baaf7289d0b46e270b230ad3e955362470f7e,US,AZ,6
711.624183006536,786.66666666666663,660.0,8ceab0fd56eb18d8d1c8ebff8afbb778815b64fc,US,AZ,6
740.36111111111109,773.33333333333337,773.33333333333337,d2fd7d4a8b913d38034035ec600e90b609db4840,US,AZ,6
736.04225352112678,786.37089201877939,732.92957746478874,02826f2cde68be1822e1c8e0fafea3044c526b46,US,AZ,6
726.24761904761908,760.09523809523807,720.09523809523807,3c99bb18e329187e7ed68d3f34d80fc2e5200e0d,US,AZ,6
706.75862068965512,710.65517241379314,668.06896551724139,fe6c9ebd5f40b39cd1ca42027621edd93ac11ec1,US,AZ,6
727.94781144781143,798.33333333333337,718.33333333333337,54c8534059657d531f8491829a02bccabc7e002f,US,AZ,6
705.76315789473688,723.84210526315792,666.81578947368416,9ffc95caaab336bcd25eab94f3ad1404571d5caf,US,CA,6
659.4375,782.94642857142856,653.21428571428567,b8c79e7ce44107c7c2fe240f090668a00f3efd00,US,CA,6
656.40397350993373,665.95364238410593,651.82119205298011,adbb211cce7463cf120833e73d87bd28ac1af06a,US,CA,6
689.21276595744678,740.0,690.0,846289d110c881fe634531081b54d5aa132df7be,US,CA,6
703.58004926108379,757.53694581280786,692.46305418719214,1aacca02aafee77b6c8c5b45e08eb56e71c2964c,US,CA,6
662.93220338983053,667.18644067796606,658.4124293785311,cf9bfe948be653a35adbd9977efa6e84f3d34223,US,CA,6
640.30257510729609,800.49785407725324,643.50643776824029,a9525465becd66ead861c2677512cafb20dd4967,US,CA,6
665.87622549019613,713.25980392156862,655.96200980392155,a86f82aecbc7df318c6b34d69d9354c631bf5e4d,US,CA,6
665.85754189944134,724.97625698324021,677.3882681564246,82ade66a868812715172bf1ec499a437217b967e,US,CA,6
641.86225895316807,687.19008264462809,687.19008264462809,a67b7422419536f60aee90dd988b0ca90e993c7c,US,CA,6
685.90789473684208,771.859649122807,676.76315789473688,436a873625d38266f4b3551f329395de2bb41397,US,CA,6
675.76960784313724,750.0,660.0,fae7bd76ed2681e1cf2e05906d94e9f3d76ea53a,US,CA,6
645.28888888888889,650.0,650.0,7ea1a971fecdffa30e671c267db1f2b4530e8a47,US,CA,6
718.00634249471454,795.83509513742069,707.09513742071886,44e1585e235ee743a15ab1fc2a70a7c5a92f8c71,US,CA,6
703.7803468208092,708.75722543352606,708.65895953757229,178dc2ea76a3aa566150682274c9e8ab207cf8f3,US,CO,6
658.8790849673203,660.0,656.66666666666663,c7a96079d2fc56b7d72b95572e4c1c5bb9f05cc7,US,CO,6
696.11274509803923,745.0,691.91176470588232,353d6abf870e6c6ddbfd2432f5b94a57db58bb7a,US,CO,6
688.16438356164383,690.0,690.0,bf0709928f665c8f0d1734c84874295076ffb70d,US,CT,6
674.73170731707319,747.80487804878044,677.80487804878044,ce3da985a11701266d53a01915e4f54f0ba62ced,US,DC,6
701.234375,705.0,630.0,1f6a0b6e50cede766faaaac808c60c81e3bde28e,US,FL,6
