AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_
721.70967741935488,774.58064516129036,723.83870967741939,6b3a5cfb6ca076b7dc6abe5b5f143e1b26f70238,US,AL,46
703.21052631578948,820.0,705.07017543859649,98c53b4ce43ca9da9dbfa18d1303525928d62869,US,AZ,46
659.3125,714.08333333333337,661.19791666666663,c3026a835829aaedbc668f709d752e8f962b3a65,US,CA,46
673.82857142857142,721.8,659.6,0c67aba50f0a65b228d5eab89d3867ffa81ff446,US,CA,46
728.85256410256409,795.38461538461536,713.90705128205127,ed500f0a3d7f7dc0c0f2ec27761dd877596cc166,US,CA,46
694.17559523809518,785.0,676.80357142857144,243532ea22e627e7b3eb8149403e4b755c443a6f,US,CA,46
675.73134328358208,774.53731343283584,662.8955223880597,e80e269cfa9d23d83d11123477080b73fc998951,US,CA,46
644.97752808988764,681.85955056179773,681.13483146067415,ccff0be694536189eee9d18acfc4565e55eed6fc,US,CA,46
633.5454545454545,770.0,707.0,8d2f6ac2125edce9ed44e36a142f02be38c87782,US,CA,46
708.94444444444446,770.0,710.0,3a200296207f169dd2a393453dd260945fda66d0,US,CA,46
742.5533596837945,809.802371541502,744.901185770751,2e0fece7a6d7153f5bf21d0b0b5c95b4fd9fdb48,US,CA,46
668.88848039215691,685.65441176470586,679.85171568627447,3964b5b6f9089e036847dd4e8823d351c7e2bd5b,US,CA,46
649.41666666666663,820.0,800.0,8ba8d539a4b737583f52379915f7ce36e3668888,US,CA,46
667.47474747474746,700.24242424242425,673.19191919191917,3c1370d543af4c4c0dc9d882be45446832d8d1b5,US,CA,46
685.70388349514565,782.28640776699024,678.01941747572812,a5839cf717a3906d1ecfb858777ec044dbe2cf02,US,CA,46
700.61261261261257,687.35135135135135,687.35135135135135,9f59b618d039c3c07656cd8ffdac1e9038eec24c,US,CA,46
698.77027027027032,695.60810810810813,694.8648648648649,83c1b93e9f381996f8ba7431194660902d3f0ca8,US,CA,46
664.61320754716985,673.97169811320759,643.51886792452831,fac6204b8e23788874787df37f1765b25ef81a17,US,CO,46
708.6121495327103,714.392523364486,714.392523364486,150a9a333734beb266a4823d2fbca4b74fcc77dd,US,CT,46
732.31578947368416,720.47368421052636,719.84210526315792,937cc0ca82783d262a0ebd9a54627afcbd5d9797,US,CT,46
751.35454545454547,748.9727272727273,700.9636363636364,40a1701068b4ad5f6d6c4fc8e24000d6f6a8f647,US,FL,46
759.11403508771934,763.280701754386,750.96052631578948,acf8f3f6b602f4eadc6d6bc932798a8c5aa9cd89,US,FL,46
727.73684210526312,780.0,730.0,9e652d29f61e8504e3ac88fec4e07f7d61860a4d,US,FL,46
673.33210784313724,675.60171568627447,673.12009803921569,58f538614d43cfddb8a7085857eb187f89aa36f9,US,IA,46
707.83333333333337,700.0,700.0,d92f1f9bfd62a787ab2fedc37859494505584cd1,US,IA,46
681.44859813084111,670.0,670.0,0b17066e7aeb2d14e92e4afb74661cfc16581df6,US,ID,46
707.47252747252742,709.84065934065939,709.15384615384619,d2b7f98c9f1ca0d7d8accf0f93c02f410771b62b,US,IL,46
631.0,778.0,620.0,05f64e2865b89bd34a344e6c4ab86f33f6ccd9c9,US,IL,46
691.36781609195407,693.919540229885,693.919540229885,c495a3181612e1dfd83887a04e9a7820b3b865be,US,IL,46
707.17096774193544,717.40322580645159,696.89354838709676,7305ee33d1af3e16150b3076fccb141ba7c99422,US,IL,46
678.1137980085349,680.0440967283073,680.0440967283073,3796bde8c5c1ba823e13c00473edc9122ed619af,US,IL,46
