AvgTempCtrl,AvgCool,AvgHeat,Identifier,Country,ProvinceState,Age_of_Home__years_
698.5625,750.0,699.8125,225eedccca121fe64db47d147c860ce58f167cf1,US,MI,51
638.85596707818934,638.619341563786,637.95267489711932,31f21c5ef08aa0f2127e1e5c5a890715f0b00164,US,MO,52
706.132584269663,721.30786516853937,685.44044943820222,551b85d1eda89f3f9f091e5f06382039f13e65b9,US,CA,53
696.46333333333337,691.96444444444444,694.35666666666668,6abd4911871f1e0de8def9053402812625597329,US,AL,55
671.61904761904759,650.0,630.0,8fe1997ec32569d6ea55bf22a4153e5dd0c77242,US,AL,55
645.5585585585585,650.27027027027032,630.81081081081084,8eb07edd8154372a7fde18d727ae7e80677678b5,US,AL,55
686.91884057971015,701.73333333333335,681.04202898550727,bf712da5ae53c81a1207be479ae55e9216ab3260,US,AL,55
674.56441717791415,673.93558282208585,673.65644171779138,8623437fdee230847c8b1463bf39167e7d46131c,US,AL,55
685.42857142857144,750.0,699.42857142857144,9651ac4d2843be66e7258fa5104d3331da3628e6,US,AL,55
676.87557603686639,688.58064516129036,655.10599078341011,b428f15dec4ab6d805c7af1d02e993b82643b6ea,US,AL,55
674.07692307692309,722.49590834697221,658.9001636661211,466649293de8a617ddfa19d869123c06d56ef93a,US,AL,55
678.66772151898738,707.58860759493666,677.02215189873414,590aaf36edf53e6ea486a95dc885a39129840a5e,US,AL,55
671.47222222222217,734.86111111111109,684.16666666666663,0e5b1fdaf35900e7726ae2eaf46c108b97340010,US,AR,55
735.54817275747507,726.74418604651157,708.06644518272424,027260707f77b88d1d1e118bc38ac5e9659d0c0a,US,AZ,55
718.27083333333337,790.0,719.6875,5ef4c9db48f35380cae6cf6e6abc1f8374fa6f3a,US,AZ,55
724.61988304093563,705.08771929824559,701.64327485380113,1e97a6e45b082ff4cb824524d84cd8307931ddfd,US,AZ,55
709.45333333333338,716.18666666666661,706.72,ab976bfc30e5c5e0fea0a6ea932078763548bcc8,US,AZ,55
715.33333333333337,760.91666666666663,671.66666666666663,4e8f298070a01421704c96522699fcb8831e9626,US,AZ,55
731.36917562724011,724.46057347670251,725.87096774193549,b2e00f5bcd0e4ad048654f0953ef0ec9f8e564d1,US,CA,55
693.64705882352939,683.343137254902,683.343137254902,ab6d4121aeca81cebd18f731b679898abbf16968,US,CA,55
715.52287581699352,749.83006535947709,712.61437908496737,4db5653f10368e3c625bc5895d21466e73db2a7f,US,CA,55
687.08181818181822,684.7,663.13636363636363,8d51052706161ab0e040a9e91d4cbd245117ded5,US,CA,55
674.574047954866,698.31875881523274,670.592383638928,1ceb570a88b08a8091b505efcff51fdef903f161,US,CA,55
712.67532467532465,675.37662337662334,675.37662337662334,fdf76eca46cf6fea012e376fe6f730baa1172602,US,CA,55
691.0,708.54166666666663,699.66666666666663,ca5d5a501e86e7b3079c095444f020fc8b568768,US,CA,55
